week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-36,-1.990943758182621,1.0,1.1989300114003605,1.0,1.0
2025-39,-1.4710934212740567,1.0,0.03445867615852537,1.0,1.0
2025-40,-0.2549314360132402,0.697414007022352,0.07331436970703259,0.8412187293545206,17.0
2025-41,-0.08326557879491588,0.8485971406453512,0.0789635151699147,0.7682188989512037,37.0
2025-42,0.05433677788033867,0.8224478406655763,0.02441527485109773,0.9861177455314097,39.0
2025-43,0.20896936580338665,0.8748000546678282,0.013489371333011441,0.788345148245322,80.0
2025-44,0.04154295806251923,0.7730435995083869,0.17625193408446577,0.8346097892598539,103.0
2025-45,0.007866142861817646,0.8564655900437673,0.04413836719579873,0.8645881591485655,97.0
2025-46,-0.0881500893598831,1.0915837667563275,0.1537762187983022,1.0530670804662108,31.0
2025-47,-0.19176645598792325,1.1445376228348925,0.0951296073538053,1.02865848955165,30.0
2025-48,-0.2080913095911914,1.029345430122529,-0.040611306487615496,0.8053446717625341,15.0
2025-49,-0.06836809307698817,0.7675213124065886,-0.10652545859882709,0.8436642164878771,40.0
2025-50,0.06329796511307924,0.9879174623179293,-0.2919399469709858,0.7730468807826618,35.0
2025-51,-0.1091184646377094,0.9105827752397284,0.36482183526013323,0.7578387526901301,20.0
2025-52,-0.053681105654247045,0.8377073801627882,-0.24717862468031251,0.91722677002514,18.0
2026-00,0.6027881791873797,0.7414341990321639,0.3388883456167145,0.7989937145425519,10.0
2026-01,-0.11670508917154025,0.6726364026237293,-0.35292746127162833,0.6946913913835704,17.0
2026-02,0.14085594493222592,0.8685986722485305,-0.31762864969650306,1.0346176846797794,29.0
2026-03,0.26856717265959473,0.7429627661881507,-0.17243258372760065,1.0051925137765563,26.0
2026-04,-0.18312648493513103,0.956857612690125,0.2060286497680411,0.9570989125288658,33.0
2026-05,0.3775582474149312,1.0534159757958999,0.16510738709652759,0.9140420668038154,33.0
2026-06,0.009136760516376664,0.8621348153580893,0.009042587305521876,1.0378837461623636,52.0
2026-07,-0.09816481198449005,0.7120655665483034,0.015601419173300133,0.837584776039695,40.0
2026-08,0.003512530705473946,1.3621918416486292,0.17817885428888086,1.1143891756393702,18.0
2026-09,0.058642854499508165,0.6519765431154343,0.08843721302947229,0.8919772895599611,35.0
2026-10,-0.002772531480731609,0.5210638665968949,0.20782600920935554,0.9559069085905414,35.0
2026-11,0.028765244817442536,0.6715424079144489,0.04979112454970467,0.9184335833720223,22.0
2026-12,-0.29042207660853864,0.758663370457795,-0.009124523016059217,0.7431485071334697,19.0
2026-13,0.27892388222512965,0.6970437477385275,0.13206581159128025,0.7993676321806676,23.0
2026-14,0.09524309529908508,0.8228866207773993,-0.0344495773806743,0.7931668042135959,36.0
2026-15,-0.16021434223045206,0.87221002403015,0.05256908308664289,0.9064246074761664,42.0
2026-16,-0.171925588334418,0.9795136903833989,0.21558426697906186,1.0648895956274096,39.0
2026-17,0.1589080750832188,0.6146512595110988,-0.1864096118205526,0.8360695667012911,32.0
2026-18,0.3514875865470835,0.9887078664514125,0.23298773591144442,0.7802217386231468,34.0
2026-19,-0.3627158031634728,1.1391355352845467,0.530580161343381,0.7094200642976769,20.0
2026-20,-0.07172899926189488,0.7366751026194212,0.006855863832196792,0.9380714617398753,21.0
2026-21,-0.03098410800632117,0.9088353191633273,-0.028434008461053182,0.8600963997218383,26.0
2026-22,-0.07836696986941391,0.9389187547762035,0.03130470091164822,0.8872418434712219,34.0
2026-23,0.03391753684833165,0.7906773446082752,0.09212503337401859,1.0645482375886115,20.0
2026-24,0.20396428412363288,0.7769388624176354,0.05650401128588981,0.6407626866713199,24.0
2026-25,-0.2122349684628577,0.8202855615731748,-0.1543681742538734,0.8221235024673126,29.0
2026-26,-0.02882858403343096,0.9429830726152423,0.10660050067301961,0.6842521758515644,37.0
2026-27,0.02916752284227445,0.8822349611758652,-0.011441903148833187,0.9285284749409128,47.0
2026-28,0.10061579910064707,0.8272580080781344,0.12175369484091617,0.9788622786147815,47.0
2026-29,0.005969458943093733,0.9814562837051936,0.075805740856784,1.0503678373822658,41.0
2026-30,-0.002881792823225718,1.054840979296868,0.11698565994263876,0.9274040853070978,68.0
2026-31,0.057300610789892195,1.0782578203077553,0.2581865583935279,0.8505114184830834,13.0
