day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-10-07,0.01948051948051948,1.0,0.4149350649350649,1.0,1.0
2025-10-09,-0.07943722925318251,0.3660716543679965,0.11153499296903971,0.5043430851674265,5.0
2025-10-10,-0.1995728452562077,0.6997649676322101,0.16307291352833736,0.8195711996305968,7.0
2025-10-11,-0.1686963098304452,1.0,-0.2518659957033176,1.0,1.0
2025-10-12,0.14848484848484847,1.0,0.4993939393939394,1.0,1.0
2025-10-13,0.050981989974807386,1.3991739236045793,0.3774954385870673,0.8015870784225537,5.0
2025-10-14,0.034086973577910185,0.8762125922900341,0.2686777813869445,0.7992455796440918,9.0
2025-10-15,0.3535533905932738,0.5,0.43688672392660716,0.38214886980224216,2.0
2025-10-16,-0.19687905702272873,0.7572702296751056,0.0322621121520776,0.6635838540596497,9.0
2025-10-17,0.08875550553457863,0.9537171743922321,0.6120957618115078,0.7815427229263404,6.0
2025-10-19,0.2392684730781628,0.6070645216978019,-0.0376909777232703,0.7525469303518415,6.0
2025-10-20,-0.150609414115918,0.3747640264767289,-0.6278617098590099,1.2473480709883205,4.0
2025-10-21,0.2650442168302122,0.4960249079684342,0.5615488816253378,0.6254103474704726,5.0
2025-10-22,-0.11990118327445701,0.9561510661172355,-0.1912158365772761,0.5949009042524311,8.0
2025-10-23,0.10375732574854192,1.0390979813567829,0.18548421075223276,0.8902158202258387,6.0
2025-10-24,-0.37973627375642993,0.4658188795086705,0.13862019842184503,1.086976799887799,11.0
2025-10-25,0.7071067811865476,1.0,0.7071067811865476,1.0,1.0
2025-10-26,-1.239722021605769,0.478881307481737,-0.5052472388340268,0.34822185092047914,3.0
2025-10-27,0.049075880284161696,0.5692977556991353,-0.11183343422199868,0.8052464628911259,8.0
2025-10-28,-0.13555919529529326,0.5954238436086877,-0.06762614185636659,0.7054790190033564,8.0
2025-10-29,-0.10723370120069034,0.7634353388917322,0.02279700643586399,0.9599407436464763,9.0
2025-10-30,0.3316560563000966,0.5512486883108351,-0.33993254864504835,0.6618537440963788,7.0
2025-10-31,0.32575695423642653,0.8761519325338216,0.25417107361133395,0.7123955030748946,16.0
2025-11-01,0.5890236907174184,0.6818039546072728,0.23575245118149088,0.3294120333197092,7.0
2025-11-02,0.020977145518138545,0.8544943551113622,0.12858856983956024,0.6927632669937153,14.0
2025-11-03,-0.2111892025766692,0.6806654345411115,-0.04629860703847643,0.7779651415360703,19.0
2025-11-04,-0.023410163521889585,1.3506703645269873,-0.1822382253610801,0.7290109374817465,5.0
2025-11-05,0.09055746737828341,0.9547079085602993,0.24550690596768032,0.7647061419056395,16.0
2025-11-06,-0.339864480914068,0.7290885413351552,-0.21248491577706938,1.0323815229799453,7.0
2025-11-07,-0.12733671736337943,0.9326252054725158,0.45994605514457204,0.7041628953484069,7.0
2025-11-08,0.0009580238208801074,0.6755602911374279,0.344872628186003,0.6765805964748124,38.0
2025-11-09,0.005489071886387494,0.5900176693434672,0.5580120823149913,0.5666270067002466,9.0
2025-11-10,0.014158694487779715,0.49474627114936065,0.10565729903466631,0.7791567505478881,37.0
2025-11-11,-0.04376149549866943,0.34960824468756846,0.014097095531368953,0.6708979231567566,9.0
2025-11-12,0.2224242512992268,0.8948767831148323,0.12453024478064585,0.8876787299806628,36.0
2025-11-14,-0.7172801325749812,1.0,-0.63697986486083,1.0,1.0
2025-11-15,0.0,1.0,0.06666666666666667,1.0,1.0
2025-11-16,-0.2583333333333333,1.0,0.4416666666666667,1.0,1.0
2025-11-17,0.5182203299472814,0.899948910076631,-0.12750174633360536,1.3048861569570358,6.0
2025-11-20,-0.7071067811865472,1.0,0.7071067811865474,1.0,1.0
