domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.designboom.com,0.22260802469135801,0.11237045137105732,0.32924382716049383,0.09578309129107708,3.0
foreignpolicy.com,0.005000000000000002,0.004409585518440985,0.28738095238095235,0.06137917910918908,3.0
skift.com,0.13180555555555554,0.20410727594231567,0.4586904761904762,0.13635848569603282,3.0
hackaday.com,0.12850427350427351,0.06525330370588225,0.5091880341880343,0.14609244849226485,3.0
www.nzherald.co.nz,0.2913720538720539,0.267346921717293,0.564604377104377,0.19005911529773495,3.0
www.ign.com,0.13303030303030303,0.13194455802034644,0.4174025974025974,0.09331265984726818,3.0
www.foxweather.com,0.007361111111111106,0.07361019391462129,0.46875,0.04794202227691277,3.0
gothamist.com,0.18108356290174474,0.06935591120577296,0.4860754004693399,0.025238172374955167,3.0
github.com,0.06166666666666667,0.17580766005306292,0.32791666666666663,0.2268354916625213,3.0
thehackernews.com,0.22238980716253443,0.22228118783224823,0.4324904346495256,0.14309550698394924,3.0
www.indiewire.com,0.059209656084656094,0.07033178018977783,0.36668320105820107,0.06409345049907898,3.0
www.homedit.com,0.11351190476190476,0.04991096980723668,0.4994954648526077,0.03863715894733646,3.0
www.resilience.org,0.06958333333333333,0.11330499032846404,0.47750000000000004,0.16682700620702878,3.0
mypeoplesreview.com,0.125,0.13718398027628606,0.24126984126984127,0.1590156163348342,3.0
www.bgr.com,0.3154157218442933,0.011081398175324907,0.6370408163265305,0.07012194114947609,3.0
www.thenation.com,-0.010714285714285718,0.17419640568938857,0.3182539682539683,0.35730419636175187,3.0
newrepublic.com,0.16465608465608467,0.21945191200206915,0.3982539682539683,0.04857454082777185,3.0
www.livemint.com,0.1603174603174603,0.10966174888518015,0.42142857142857143,0.10960142177603711,3.0
www.rt.com,0.0036111111111111066,0.14852593613138315,0.2538888888888889,0.019460310986818902,3.0
kotaku.com,0.15382325707001035,0.1843285761642605,0.40520856007868994,0.12537456043638517,3.0
www.theverge.com,0.14385388274277164,0.17907273704925353,0.41224760835871943,0.10134475262985355,3.0
www.archdaily.com,0.09662878787878787,0.0453180241479279,0.39709595959595956,0.18430447042209702,3.0
newsonjapan.com,0.011099086099086103,0.030652156640118305,0.3537518037518037,0.09216620338582412,3.0
www.nationalobserver.com,0.15361111111111111,0.046743488356173264,0.5248148148148148,0.19834468014019854,3.0
www.seattlepi.com,-0.145,0.028284271247461888,0.5549999999999999,0.25455844122715715,2.0
www.parkrecord.com,0.3386904761904762,0.01936125710391738,0.7007936507936509,0.14029896452114052,2.0
www.palmbeachpost.com,-0.14796626984126987,0.0197120045152202,0.3244543650793651,0.08663461059180413,2.0
www.espn.com,0.13323863636363636,0.01263328403256267,0.44517045454545456,0.04316744049289089,2.0
www.cnbc.com,0.2257575757575757,0.07285342594043216,0.4553030303030303,0.020356104306885472,2.0
truthout.org,0.33666666666666667,0.004714045207910288,0.7112499999999999,0.17854446224960324,2.0
www.nybooks.com,0.3089393939393939,0.1776337944253478,0.5113257575757576,0.013445742581653309,2.0
www.cnn.com,-0.06527777777777777,0.22195296187244407,0.68125,0.026516504294495594,2.0
www.thejournal.ie,-0.045238095238095244,0.06397632782164002,0.16785714285714284,0.16667516985111477,2.0
www.israelnationalnews.com,0.15611111111111112,0.11863680439907631,0.29888888888888887,0.029855619650098707,2.0
www.jezebel.com,0.12392857142857143,0.04562522326227485,0.38063492063492066,0.12974848238915068,2.0
www.newyorker.com,0.25,0.3535533905932738,0.55,0.0707106781186547,2.0
www.kqed.org,0.05813636363636364,0.11757257298092685,0.47428787878787876,0.14242844771354488,2.0
boingboing.net,0.011111111111111124,0.05499719409228702,0.6618518518518519,0.0591874564993184,2.0
www.kpbs.org,-0.009343434343434348,0.27355747191358354,0.36654040404040406,0.039462272384400796,2.0
www.nationalgeographic.com,0.1780753968253968,0.014170195416635176,0.514484126984127,0.054155400305160174,2.0
golfweek.usatoday.com,0.036136363636363626,0.1256721597472455,0.38066287878787874,0.08755803286737968,2.0
www.activistpost.com,0.0150297619047619,0.14373628915190834,0.622920918367347,0.018272937993417584,2.0
www.business-standard.com,-0.020833333333333332,0.02946278254943948,0.5208333333333334,0.677643998637108,2.0
theweek.com,-0.06083333333333335,0.20859650045003153,0.31000000000000005,0.1555634918610405,2.0
www.sportingnews.com,0.05928030303030307,0.5670246423378488,0.7253787878787878,0.043747768027955734,2.0
scienceblog.com,0.03154761904761905,0.0917555227968258,0.6023809523809525,0.23906943554402327,2.0
www.wnd.com,-0.005034722222222215,0.08568759258128648,0.2847222222222222,0.12767205771423776,2.0
ritholtz.com,0.024999999999999994,0.03535533905932737,0.4125,0.053033008588991036,2.0
pubs.rsc.org,0.3733333333333333,0.13199326582148885,0.64,0.08485281374238578,2.0
www.governance.fyi,0.0527777777777778,0.28677108348121094,0.4131944444444444,0.08937044039996647,2.0
petapixel.com,0.3991666666666666,0.5668639362512156,0.6991666666666667,0.17795520659861433,2.0
lancasteronline.com,0.11727272727272728,0.11699403106904696,0.41090909090909084,0.29569919940528344,2.0
onefootball.com,-0.022619047619047622,0.008417937871268426,0.23809523809523808,0.14815570653432425,2.0
www.haaretz.com,0.24892496392496397,0.04090607627383651,0.5218398268398268,0.021458088900942533,2.0
www.shtfplan.com,-0.050520833333333307,0.3675482123042575,0.5270833333333333,0.01767766952966378,2.0
www.rollingstone.com,0.08333333333333334,0.1649915822768611,0.3354166666666667,0.1031197389230382,2.0
lenscratch.com,0.20390211640211642,0.15030695732364843,0.4822751322751323,0.0355424043453556,2.0
www.highsnobiety.com,0.5086363636363637,0.41205040612779725,0.7537878787878788,0.20677516480152058,2.0
news.slashdot.org,-0.13749999999999998,0.37123106012293744,0.44375,0.12668996496258977,2.0
www.huffpost.com,0.004629629629629629,0.075948506127444,0.4907407407407408,0.26974814245264594,2.0
www.sacbee.com,-0.09164682539682541,0.04829090358817654,0.26259920634920636,0.0352150400948062,2.0
www.psychologytoday.com,0.11946969696969698,0.17281261182634866,0.5015624999999999,0.002209708691207953,2.0
www.cbssports.com,0.0098714416896235,0.050322107935681766,0.3774334251606979,0.18593207235332224,2.0
izismile.com,0.13267045454545454,0.23181852996854427,0.5641098484848485,0.13485919103311614,2.0
theeconomiccollapseblog.com,-0.04395833333333331,0.2890298968100013,0.5791666666666667,0.058925565098878904,2.0
www.syllad.com,-0.09375,0.014731391274719747,0.33125000000000004,0.1620453040219171,2.0
www.futurity.org,0.10459415584415585,0.007323605948003532,0.45198051948051954,0.1681903986679432,2.0
www.hospitalitynet.org,-0.027976190476190467,0.1607826133412269,0.38095238095238093,0.10943319232648953,2.0
socialmediaexplorer.com,0.03288991101491101,0.06582784900494172,0.37082130832130833,0.2599442208712595,2.0
insidethemagic.net,0.04574592074592071,0.24600393261559955,0.53997668997669,0.06560104869749324,2.0
www.linksdv.com,0.0,1.0,0.0,1.0,1.0
www.theregister.com,0.0,1.0,0.0,1.0,1.0
www.makeuseof.com,0.0,1.0,0.0,1.0,1.0
www.usatoday.com,0.0,1.0,0.0,1.0,1.0
www.wbur.org,0.0,1.0,0.0,1.0,1.0
www.islands.com,0.0,1.0,0.0,1.0,1.0
www.thestate.com,0.0,1.0,0.0,1.0,1.0
www.idahostatesman.com,0.0,1.0,0.0,1.0,1.0
www.younghouselove.com,0.0,1.0,0.0,1.0,1.0
www.thestranger.com,0.0,1.0,0.0,1.0,1.0
www.lifehack.org,0.0,1.0,0.0,1.0,1.0
www.ladbible.com,0.0,1.0,0.0,1.0,1.0
www.ibtimes.com,0.0,1.0,0.0,1.0,1.0
www.thesurvivalpodcast.com,0.0,1.0,0.0,1.0,1.0
www.trendir.com,0.0,1.0,0.0,1.0,1.0
www.jpost.com,0.0,1.0,0.0,1.0,1.0
www.tomshardware.com,0.0,1.0,0.0,1.0,1.0
www.ycombinator.com,0.0,1.0,0.0,1.0,1.0
www.independent.ie,0.0,1.0,0.0,1.0,1.0
www.koreatimes.co.kr,0.0,1.0,0.0,1.0,1.0
www.tmz.com,0.0,1.0,0.0,1.0,1.0
www.klfy.com,0.0,1.0,0.0,1.0,1.0
www.washington.edu,0.0,1.0,0.0,1.0,1.0
www.thecoolist.com,0.0,1.0,0.0,1.0,1.0
www.malwarebytes.com,0.0,1.0,0.0,1.0,1.0
www.superpunch.net,0.0,1.0,0.0,1.0,1.0
www.orlandosentinel.com,0.0,1.0,0.0,1.0,1.0
www.pcgamer.com,0.0,1.0,0.0,1.0,1.0
www.pehub.com,0.0,1.0,0.0,1.0,1.0
www.penaddict.com,0.0,1.0,0.0,1.0,1.0
www.pewresearch.org,0.0,1.0,0.0,1.0,1.0
www.popularmechanics.com,0.0,1.0,0.0,1.0,1.0
www.portlandmercury.com,0.0,1.0,0.0,1.0,1.0
www.prevention.com,0.0,1.0,0.0,1.0,1.0
www.prnewswire.co.uk,0.0,1.0,0.0,1.0,1.0
www.swishappeal.com,0.0,1.0,0.0,1.0,1.0
www.propublica.org,0.0,1.0,0.0,1.0,1.0
www.ocregister.com,0.0,1.0,0.0,1.0,1.0
www.stltoday.com,0.0,1.0,0.0,1.0,1.0
www.redding.com,0.0,1.0,0.0,1.0,1.0
www.rferl.org,0.0,1.0,0.0,1.0,1.0
www.spacewar.com,0.0,1.0,0.0,1.0,1.0
www.rnz.co.nz,0.0,1.0,0.0,1.0,1.0
www.snopes.com,0.0,1.0,0.0,1.0,1.0
www.rockpapershotgun.com,0.0,1.0,0.0,1.0,1.0
www.saastr.com,0.0,1.0,0.0,1.0,1.0
www.sfgate.com,0.0,1.0,0.0,1.0,1.0
www.sfchronicle.com,0.0,1.0,0.0,1.0,1.0
www.omgubuntu.co.uk,0.0,1.0,0.0,1.0,1.0
www.techmeme.com,0.0,1.0,0.0,1.0,1.0
www.marketbeat.com,0.0,1.0,0.0,1.0,1.0
www.motherjones.com,0.0,1.0,0.0,1.0,1.0
www.thenewstribune.com,0.0,1.0,0.0,1.0,1.0
www.themeparkinsider.com,0.0,1.0,0.0,1.0,1.0
www.marketplace.org,0.0,1.0,0.0,1.0,1.0
www.marketwatch.com,0.0,1.0,0.0,1.0,1.0
www.mediafax.ro,0.0,1.0,0.0,1.0,1.0
www.thelocal.com,0.0,1.0,0.0,1.0,1.0
www.medicalnews.pk,0.0,1.0,0.0,1.0,1.0
www.mentalfloss.com,0.0,1.0,0.0,1.0,1.0
www.metafilter.com,0.0,1.0,0.0,1.0,1.0
www.mindbodygreen.com,0.0,1.0,0.0,1.0,1.0
www.mutualfundobserver.com,0.0,1.0,0.0,1.0,1.0
www.notebookcheck.net,0.0,1.0,0.0,1.0,1.0
www.mysanantonio.com,0.0,1.0,0.0,1.0,1.0
www.thedailygopher.com,0.0,1.0,0.0,1.0,1.0
www.theblaze.com,0.0,1.0,0.0,1.0,1.0
www.theadvocate.com,0.0,1.0,0.0,1.0,1.0
www.neatorama.com,0.0,1.0,0.0,1.0,1.0
www.techspot.com,0.0,1.0,0.0,1.0,1.0
www.newsherald.com,0.0,1.0,0.0,1.0,1.0
www.newsnationnow.com,0.0,1.0,0.0,1.0,1.0
www.technologyreview.com,0.0,1.0,0.0,1.0,1.0
www.newsobserver.com,0.0,1.0,0.0,1.0,1.0
www.houzz.com,0.0,1.0,0.0,1.0,1.0
247wallst.com,0.0,1.0,0.0,1.0,1.0
www.hoover.org,0.0,1.0,0.0,1.0,1.0
nep123.com,0.0,1.0,0.0,1.0,1.0
fstoppers.com,0.0,1.0,0.0,1.0,1.0
gcaptain.com,0.0,1.0,0.0,1.0,1.0
guessingheadlights.com,0.0,1.0,0.0,1.0,1.0
helenair.com,0.0,1.0,0.0,1.0,1.0
hyperallergic.com,0.0,1.0,0.0,1.0,1.0
japantoday.com,0.0,1.0,0.0,1.0,1.0
joefavorito.com,0.0,1.0,0.0,1.0,1.0
kashmirnewsbureau.com,0.0,1.0,0.0,1.0,1.0
landezine.com,0.0,1.0,0.0,1.0,1.0
legalinsurrection.com,0.0,1.0,0.0,1.0,1.0
lithub.com,0.0,1.0,0.0,1.0,1.0
m.economictimes.com,0.0,1.0,0.0,1.0,1.0
me.pcmag.com,0.0,1.0,0.0,1.0,1.0
mymodernmet.com,0.0,1.0,0.0,1.0,1.0
newatlas.com,0.0,1.0,0.0,1.0,1.0
ssir.org,0.0,1.0,0.0,1.0,1.0
news.sankakucomplex.com,0.0,1.0,0.0,1.0,1.0
news.stanford.edu,0.0,1.0,0.0,1.0,1.0
news.un.org,0.0,1.0,0.0,1.0,1.0
news.vt.edu,0.0,1.0,0.0,1.0,1.0
ngmdb.usgs.gov,0.0,1.0,0.0,1.0,1.0
ohnotheydidnt.livejournal.com,0.0,1.0,0.0,1.0,1.0
post.rlsbb.to,0.0,1.0,0.0,1.0,1.0
ratfactor.com,0.0,1.0,0.0,1.0,1.0
reasonstobecheerful.world,0.0,1.0,0.0,1.0,1.0
rollingout.com,0.0,1.0,0.0,1.0,1.0
rpnradio.com,0.0,1.0,0.0,1.0,1.0
securityaffairs.com,0.0,1.0,0.0,1.0,1.0
siliconangle.com,0.0,1.0,0.0,1.0,1.0
sports.yahoo.com,0.0,1.0,0.0,1.0,1.0
fsfe.org,0.0,1.0,0.0,1.0,1.0
freethoughtblogs.com,0.0,1.0,0.0,1.0,1.0
fox40.com,0.0,1.0,0.0,1.0,1.0
finnian.io,0.0,1.0,0.0,1.0,1.0
6abc.com,0.0,1.0,0.0,1.0,1.0
abc7.com,0.0,1.0,0.0,1.0,1.0
agnr.umd.edu,0.0,1.0,0.0,1.0,1.0
agriculture.gouv.fr,0.0,1.0,0.0,1.0,1.0
ambcrypto.com,0.0,1.0,0.0,1.0,1.0
androidguys.com,0.0,1.0,0.0,1.0,1.0
archaeology.org,0.0,1.0,0.0,1.0,1.0
assetstore.unity.com,0.0,1.0,0.0,1.0,1.0
aws.amazon.com,0.0,1.0,0.0,1.0,1.0
bengreenfieldlife.com,0.0,1.0,0.0,1.0,1.0
binaryigor.com,0.0,1.0,0.0,1.0,1.0
bittersweetblog.com,0.0,1.0,0.0,1.0,1.0
bleedingcool.com,0.0,1.0,0.0,1.0,1.0
bringatrailer.com,0.0,1.0,0.0,1.0,1.0
brobible.com,0.0,1.0,0.0,1.0,1.0
brolly.sh,0.0,1.0,0.0,1.0,1.0
caribbeannewsglobal.com,0.0,1.0,0.0,1.0,1.0
chriskresser.com,0.0,1.0,0.0,1.0,1.0
cleantechnica.com,0.0,1.0,0.0,1.0,1.0
consequence.net,0.0,1.0,0.0,1.0,1.0
constitutionofinnovation.eu,0.0,1.0,0.0,1.0,1.0
coolhunting.com,0.0,1.0,0.0,1.0,1.0
crooksandliars.com,0.0,1.0,0.0,1.0,1.0
cryptonews.com,0.0,1.0,0.0,1.0,1.0
dailycoffeenews.com,0.0,1.0,0.0,1.0,1.0
dailygenius.com,0.0,1.0,0.0,1.0,1.0
deadline.com,0.0,1.0,0.0,1.0,1.0
dineshkhabar.com,0.0,1.0,0.0,1.0,1.0
exystence.net,0.0,1.0,0.0,1.0,1.0
sputnikglobe.com,0.0,1.0,0.0,1.0,1.0
tedium.co,0.0,1.0,0.0,1.0,1.0
www.hitc.com,0.0,1.0,0.0,1.0,1.0
www.decanter.com,0.0,1.0,0.0,1.0,1.0
www.bangordailynews.com,0.0,1.0,0.0,1.0,1.0
www.bleepingcomputer.com,0.0,1.0,0.0,1.0,1.0
www.blessthisstuff.com,0.0,1.0,0.0,1.0,1.0
www.bolde.com,0.0,1.0,0.0,1.0,1.0
www.caller.com,0.0,1.0,0.0,1.0,1.0
3dpaws.comet.ucar.edu,0.0,1.0,0.0,1.0,1.0
www.christiantoday.com,0.0,1.0,0.0,1.0,1.0
www.chron.com,0.0,1.0,0.0,1.0,1.0
www.cinemablend.com,0.0,1.0,0.0,1.0,1.0
www.commondreams.org,0.0,1.0,0.0,1.0,1.0
www.construction-physics.com,0.0,1.0,0.0,1.0,1.0
www.core77.com,0.0,1.0,0.0,1.0,1.0
www.counterpunch.org,0.0,1.0,0.0,1.0,1.0
www.dailydot.com,0.0,1.0,0.0,1.0,1.0
www.democracynow.org,0.0,1.0,0.0,1.0,1.0
thediplomat.com,0.0,1.0,0.0,1.0,1.0
www.dezeen.com,0.0,1.0,0.0,1.0,1.0
www.digitimes.com,0.0,1.0,0.0,1.0,1.0
www.discovermagazine.com,0.0,1.0,0.0,1.0,1.0
www.eatingwell.com,0.0,1.0,0.0,1.0,1.0
www.ecoportal.net,0.0,1.0,0.0,1.0,1.0
www.eia.gov,0.0,1.0,0.0,1.0,1.0
www.esquire.com,0.0,1.0,0.0,1.0,1.0
www.firstshowing.net,0.0,1.0,0.0,1.0,1.0
www.floodmap.net,0.0,1.0,0.0,1.0,1.0
www.fox5dc.com,0.0,1.0,0.0,1.0,1.0
www.fresnobee.com,0.0,1.0,0.0,1.0,1.0
www.gamesradar.com,0.0,1.0,0.0,1.0,1.0
www.gbnews.com,0.0,1.0,0.0,1.0,1.0
www.hhhistory.com,0.0,1.0,0.0,1.0,1.0
www.backwoodshome.com,0.0,1.0,0.0,1.0,1.0
www.azcentral.com,0.0,1.0,0.0,1.0,1.0
www.autosport.com,0.0,1.0,0.0,1.0,1.0
www.asimov.press,0.0,1.0,0.0,1.0,1.0
thefly.com,0.0,1.0,0.0,1.0,1.0
thegadgetflow.com,0.0,1.0,0.0,1.0,1.0
theintercept.com,0.0,1.0,0.0,1.0,1.0
thesportsrush.com,0.0,1.0,0.0,1.0,1.0
thisbugslife.com,0.0,1.0,0.0,1.0,1.0
time.com,0.0,1.0,0.0,1.0,1.0
toynewsi.com,0.0,1.0,0.0,1.0,1.0
trendytechtribe.com,0.0,1.0,0.0,1.0,1.0
triplepundit.com,0.0,1.0,0.0,1.0,1.0
twistedsifter.com,0.0,1.0,0.0,1.0,1.0
typeforyou.org,0.0,1.0,0.0,1.0,1.0
unchartedterritories.tomaspueyo.com,0.0,1.0,0.0,1.0,1.0
variety.com,0.0,1.0,0.0,1.0,1.0
viralviralvideos.com,0.0,1.0,0.0,1.0,1.0
virginiamercury.com,0.0,1.0,0.0,1.0,1.0
vrda.jpcert.or.jp,0.0,1.0,0.0,1.0,1.0
waxbanks.wordpress.com,0.0,1.0,0.0,1.0,1.0
wccftech.com,0.0,1.0,0.0,1.0,1.0
whereisthebuzz.com,0.0,1.0,0.0,1.0,1.0
